local_time,sex,event,round,startlist_url,results_url,summary_url,points_url
12:32,W,Javelin Throw,Heptathlon Group B,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/heptathlon/javelin-throw/startlist#B,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/heptathlon/javelin-throw/series#B,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/heptathlon/javelin-throw/summary#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/heptathlon/javelin-throw/points#resultheader
19:30,W,4x100 Metres Relay,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/4x100-metres-relay/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/4x100-metres-relay/final/result#resultheader,,
19:37,W,Shot Put,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/shot-put/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/shot-put/final/series#resultheader,,
19:47,M,4x100 Metres Relay,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/4x100-metres-relay/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/4x100-metres-relay/final/result#resultheader,,
20:00,W,400 Metres,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/400-metres/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/400-metres/final/result#resultheader,,
20:13,M,Triple Jump,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/triple-jump/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/triple-jump/final/series#resultheader,,
20:25,W,800 Metres,Heptathlon,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/heptathlon/800-metres/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/heptathlon/800-metres/result#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/heptathlon/800-metres/summary#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/heptathlon/800-metres/points#resultheader
20:57,W,"10,000 Metres",Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/10000-metres/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/10000-metres/final/result#resultheader,,
21:45,M,400 Metres Hurdles,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/400-metres-hurdles/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/400-metres-hurdles/final/result#resultheader,,
08:00,M,Marathon,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/marathon/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/marathon/final/result#resultheader,,
19:00,M,High Jump,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/high-jump/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/high-jump/final/series#resultheader,,
19:15,M,800 Metres,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/800-metres/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/800-metres/final/result#resultheader,,
19:30,W,Javelin Throw,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/javelin-throw/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/javelin-throw/final/series#resultheader,,
19:35,W,100 Metres Hurdles,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/100-metres-hurdles/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/100-metres-hurdles/final/result#resultheader,,
19:50,M,5000 Metres,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/5000-metres/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/5000-metres/final/result#resultheader,,
20:15,W,1500 Metres,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/1500-metres/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/1500-metres/final/result#resultheader,,
21:00,M,4x400 Metres Relay,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/4x400-metres-relay/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/men/4x400-metres-relay/final/result#resultheader,,
21:14,W,4x400 Metres Relay,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/4x400-metres-relay/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/4x400-metres-relay/final/result#resultheader,,
08:00,W,Marathon,Final,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/marathon/final/startlist#resultheader,https://worldathletics.org/results/olympic-games/2024/the-xxxiii-olympic-games-7087/women/marathon/final/result#resultheader,,
